ID,Start time,Completion time,Email,Name,Last modified time,Full Name,E-mail (please enter your Loomis e-mail address),Identifier,Year of Graduation,Room Preference,Matched Roommate's Name,Dorm Preference,One Student,One Student2,One Student3,One Student4,One Student5,One Student6,One Student7,One Student8,Freshman,Sophomore,Junior,Freshman Year,Sophomore Year,Junior Year
2,5/16/23 20:14,5/16/23 20:23,placeholderemail@internal.loomis.org,wbhiwfljhz,,wbhiwfljhz,placeholderemail@loomis.org,Male,2026,Double;Single;Triple;,tjdzacilcs,Kravis;Harman;Carter;All Gender Housing;,tjdzacilcs,izhtjplkwy,xjzkvdeogx,abtpsxbbsd,jtxjlhfirh,xwfslbdbnv,,,Carter,,,Double,,
3,5/16/23 20:12,5/16/23 20:24,placeholderemail@internal.loomis.org,ingzdagbfq,,ingzdagbfq,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,jyqmckrvio,Kravis;Carter;Harman;All Gender Housing;,xwqeberzkd,fiimxyjpkg,mamomhjbfn,abtpsxbbsd,plmdujvamk,qzmqtaktyu,qylvnjsakk,xjzkvdeogx,Carter,,,Double,,
4,5/16/23 20:11,5/16/23 20:24,placeholderemail@internal.loomis.org,xwqeberzkd,,xwqeberzkd,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,dqlzxfqgcs,Kravis;Harman;Carter;All Gender Housing;,ingzdagbfq,fiimxyjpkg,nijghfmvjm,plmdujvamk,qzmqtaktyu,abtpsxbbsd,mamomhjbfn,zyeoyrwwsr,Carter,,,Double,,
5,5/16/23 20:51,5/16/23 21:00,placeholderemail@internal.loomis.org,plmdujvamk,,plmdujvamk,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,abtpsxbbsd,Kravis;Carter;Harman;All Gender Housing;,abtpsxbbsd,pnuhxrgnqr,xwqeberzkd,czhgtcltfq,oryckpqqch,jtxjlhfirh,xjzkvdeogx,idhtijzdws,Carter,,,Double,,
7,5/16/23 22:09,5/16/23 22:19,placeholderemail@internal.loomis.org,fiimxyjpkg,,fiimxyjpkg,placeholderemail@loomis.org,Male,2026,Double;Single;Triple;,fqpfxgjjat,Kravis;Carter;Harman;All Gender Housing;,xwqeberzkd,ingzdagbfq,nijghfmvjm,xjzkvdeogx,dqlzxfqgcs,zyeoyrwwsr,plmdujvamk,abtpsxbbsd,Carter,,,Double,,
8,5/16/23 22:39,5/16/23 22:40,placeholderemail@internal.loomis.org,xjzkvdeogx,,xjzkvdeogx,placeholderemail@loomis.org,Male,2026,Double;Triple;Single;,idhtijzdws,Kravis;Carter;Harman;All Gender Housing;,abtpsxbbsd,vzmgkaufvr,dckauzivyd,jtxjlhfirh,fiimxyjpkg,fqpfxgjjat,ckfehhocqf,riglhhdfnn,Carter,,,Double,,
9,5/16/23 22:31,5/16/23 22:49,placeholderemail@internal.loomis.org,zyeoyrwwsr,,zyeoyrwwsr,placeholderemail@loomis.org,Male,2026,Double;Single;Triple;,lrwrhrrubs,Kravis;Harman;Carter;All Gender Housing;,ytidtdvisb,ndeyzhrpqv,jfmfhpuuwh,dqlzxfqgcs,djjkjscixr,ingzdagbfq,xwqeberzkd,fiimxyjpkg,Carter,,,Double,,
10,5/16/23 20:21,5/16/23 22:55,placeholderemail@internal.loomis.org,dckauzivyd,,dckauzivyd,placeholderemail@loomis.org,Male,2026,Double;Single;Triple;,abtpsxbbsd,Kravis;Carter;All Gender Housing;Harman;,xwfslbdbnv,cymbwjfhce,pnuhxrgnqr,xjzkvdeogx,odwbmtcjdu,viujtibxxn,cqavnitzeg,nabghmfqlq,Carter,,,Double,,
11,5/16/23 22:51,5/16/23 22:56,placeholderemail@internal.loomis.org,abtpsxbbsd,,abtpsxbbsd,placeholderemail@loomis.org,Male,2026,Double;Single;Triple;,dckauzivyd,Kravis;Carter;Harman;All Gender Housing;,xjzkvdeogx,pnuhxrgnqr,fiimxyjpkg,dckauzivyd,zyeoyrwwsr,oryckpqqch,apqxqsijpe,idhtijzdws,Carter,,,Double,,
12,5/16/23 20:12,5/17/23 19:42,placeholderemail@internal.loomis.org,odwbmtcjdu,,odwbmtcjdu,placeholderemail@loomis.org,Male,2026,Double;Single;Triple;,nijghfmvjm,Kravis;Harman;Carter;All Gender Housing;,ytidtdvisb,xwqeberzkd,plmdujvamk,vyinbkqgpt,fiimxyjpkg,abtpsxbbsd,djjkjscixr,zyeoyrwwsr,Carter,,,Double,,
13,5/17/23 19:57,5/17/23 20:01,placeholderemail@internal.loomis.org,dqlzxfqgcs,,dqlzxfqgcs,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,apqxqsijpe,Kravis;Carter;Harman;All Gender Housing;,apqxqsijpe,xwqeberzkd,ndeyzhrpqv,hujdefvdtk,otggohncjd,jfmfhpuuwh,zyeoyrwwsr,vyinbkqgpt,Carter,,,Double,,
14,5/17/23 21:01,5/17/23 21:08,placeholderemail@internal.loomis.org,jfmfhpuuwh,,jfmfhpuuwh,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,lrwrhrrubs,Kravis;Harman;Carter;All Gender Housing;,zyeoyrwwsr,dqlzxfqgcs,lrwrhrrubs,ndeyzhrpqv,xwqeberzkd,fiimxyjpkg,djjkjscixr,ytidtdvisb,Carter,,,Double,,
15,5/17/23 21:36,5/17/23 21:40,placeholderemail@internal.loomis.org,hujdefvdtk,,hujdefvdtk,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,vlkujszemy,Kravis;Harman;Carter;All Gender Housing;,nijghfmvjm,ingzdagbfq,prmolasqkb,vlkujszemy,qwbosycobl,mucjxnlmok,jlmvpsttah,ckfehhocqf,Harman,,,Double,,
16,5/17/23 21:36,5/17/23 21:40,placeholderemail@internal.loomis.org,vlkujszemy,,vlkujszemy,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,hujdefvdtk,Kravis;Harman;All Gender Housing;Carter;,hujdefvdtk,qwbosycobl,mucjxnlmok,prmolasqkb,ckfehhocqf,nijghfmvjm,jlmvpsttah,ingzdagbfq,Harman,,,Double,,
17,5/17/23 21:31,5/17/23 21:42,placeholderemail@internal.loomis.org,mbzdcealbu,,mbzdcealbu,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,kgfebparve,Harman;Carter;All Gender Housing;Kravis;,kgfebparve,ytidtdvisb,terljjvubz,viujtibxxn,evigwndgiw,pmqcvttzrt,jgzdkskbbg,zrkgmzkmuv,Harman,,,Double,,
18,5/17/23 21:30,5/17/23 21:43,placeholderemail@internal.loomis.org,kgfebparve,,kgfebparve,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,mbzdcealbu,Harman;Kravis;Carter;All Gender Housing;,jgzdkskbbg,zrkgmzkmuv,mbzdcealbu,ytidtdvisb,plmdujvamk,nxuqbqwdmt,qzmqtaktyu,terljjvubz,Harman,,,Single,,
19,5/17/23 21:38,5/17/23 21:45,placeholderemail@internal.loomis.org,mjkzqzjxdq,,mjkzqzjxdq,placeholderemail@loomis.org,Male,2026,Double;Single;Triple;,dinlxnumic,Harman;Carter;Kravis;All Gender Housing;,dinlxnumic,cevfqvxyey,ikwlbxtycw,wpqvnimolp,ukbcoilmwr,qzmqtaktyu,zqtezjmxqb,cqavnitzeg,Harman,,,Double,,
20,5/17/23 21:45,5/17/23 21:49,placeholderemail@internal.loomis.org,terljjvubz,,terljjvubz,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,zqtezjmxqb,Harman;Kravis;All Gender Housing;Carter;,jyqmckrvio,qzmqtaktyu,ytidtdvisb,zqtezjmxqb,cevfqvxyey,ojpnucfgxn,,,Harman,,,Double,,
21,5/17/23 21:36,5/17/23 21:51,placeholderemail@internal.loomis.org,ukbcoilmwr,,ukbcoilmwr,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,wpqvnimolp,Harman;Carter;Kravis;All Gender Housing;,wpqvnimolp,cevfqvxyey,ikwlbxtycw,mjkzqzjxdq,cqavnitzeg,qzmqtaktyu,dinlxnumic,zqtezjmxqb,Harman,,,Double,,
22,5/17/23 21:36,5/17/23 21:52,placeholderemail@internal.loomis.org,ikwlbxtycw,,ikwlbxtycw,placeholderemail@loomis.org,Male,2026,Double;Triple;Single;,cevfqvxyey,Harman;Carter;Kravis;All Gender Housing;,wpqvnimolp,mjkzqzjxdq,ukbcoilmwr,qzmqtaktyu,cqavnitzeg,dinlxnumic,zqtezjmxqb,cevfqvxyey,Harman,,,Single,,
23,5/17/23 21:38,5/17/23 21:52,placeholderemail@internal.loomis.org,cevfqvxyey,,cevfqvxyey,placeholderemail@loomis.org,Male,2026,Double;Triple;Single;,ikwlbxtycw,Harman;Carter;Kravis;All Gender Housing;,ikwlbxtycw,wpqvnimolp,ukbcoilmwr,mjkzqzjxdq,qzmqtaktyu,dinlxnumic,cqavnitzeg,zqtezjmxqb,Harman,,,Double,,
24,5/17/23 21:41,5/17/23 21:54,placeholderemail@internal.loomis.org,wpqvnimolp,,wpqvnimolp,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,ukbcoilmwr,Harman;Carter;Kravis;All Gender Housing;,ukbcoilmwr,cevfqvxyey,ikwlbxtycw,vzmgkaufvr,qzmqtaktyu,cqavnitzeg,dinlxnumic,zqtezjmxqb,Harman,,,Double,,
25,5/17/23 21:54,5/17/23 21:55,placeholderemail@internal.loomis.org,mamomhjbfn,,mamomhjbfn,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;, ,Kravis;Harman;Carter;All Gender Housing;,xwqeberzkd,lrwrhrrubs,zyeoyrwwsr,dqlzxfqgcs,djjkjscixr,jfmfhpuuwh,ndeyzhrpqv,ytidtdvisb,Harman,,,Double,,
26,5/17/23 21:33,5/17/23 22:02,placeholderemail@internal.loomis.org,mcvwmjrxnk,,mcvwmjrxnk,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,mjkzqzjxdq,Harman;Carter;Kravis;All Gender Housing;,mjkzqzjxdq,jgzdkskbbg,zqtezjmxqb,cevfqvxyey,cymbwjfhce,cqavnitzeg,,,Harman,,,Single,,
27,5/17/23 21:31,5/17/23 22:08,placeholderemail@internal.loomis.org,jyqmckrvio,,jyqmckrvio,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,ingzdagbfq,Kravis;Harman;Carter;All Gender Housing;,zyeoyrwwsr,lrwrhrrubs,apqxqsijpe,ytidtdvisb,qzmqtaktyu,xjzkvdeogx,hujdefvdtk,ndeyzhrpqv,Harman,,,Double,,
28,5/17/23 22:03,5/17/23 22:08,placeholderemail@internal.loomis.org,qzmqtaktyu,,qzmqtaktyu,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,hqgbticsho,Harman;Kravis;Carter;All Gender Housing;,cevfqvxyey,wpqvnimolp,ikwlbxtycw,xwqeberzkd,cqavnitzeg,mjkzqzjxdq,,,Harman,,,Single,,
29,5/17/23 22:04,5/17/23 22:09,placeholderemail@internal.loomis.org,idhtijzdws,,idhtijzdws,placeholderemail@loomis.org,Male,2026,Double;Single;Triple;,xjzkvdeogx,Kravis;Carter;Harman;All Gender Housing;,xjzkvdeogx,fiimxyjpkg,jyqmckrvio,vlkujszemy,prmolasqkb,abtpsxbbsd,plmdujvamk,ingzdagbfq,Harman,,,Double,,
30,5/17/23 22:10,5/17/23 22:15,placeholderemail@internal.loomis.org,ojpnucfgxn,,ojpnucfgxn,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,plmdujvamk,Carter;Kravis;Harman;All Gender Housing;,wbhiwfljhz,vzmgkaufvr,izhtjplkwy,jfmfhpuuwh,cevfqvxyey,jtxjlhfirh,xjzkvdeogx,obxkcxxuxd,Carter,,,Double,,
31,5/17/23 21:51,5/17/23 22:16,placeholderemail@internal.loomis.org,aflmqvaezp,,aflmqvaezp,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,qylvnjsakk,Harman;Carter;Kravis;All Gender Housing;,wpqvnimolp,ukbcoilmwr,zqtezjmxqb,cqavnitzeg,terljjvubz,piwotafnkm,,,Harman,,,Double,,
32,5/17/23 22:26,5/17/23 22:33,placeholderemail@internal.loomis.org,apqxqsijpe,,apqxqsijpe,placeholderemail@loomis.org,Male,2026,Double;Single;Triple;,dqlzxfqgcs,Kravis;Harman;Carter;All Gender Housing;,idhtijzdws,xjzkvdeogx,abtpsxbbsd,qwbosycobl,qzmqtaktyu,vlkujszemy,,,Kravis,,,Double,,
33,5/17/23 22:22,5/17/23 22:35,placeholderemail@internal.loomis.org,cymbwjfhce,,cymbwjfhce,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,mjkzqzjxdq,Kravis;Harman;Carter;All Gender Housing;,mjkzqzjxdq,zqtezjmxqb,dckauzivyd,vzmgkaufvr,ikwlbxtycw,aflmqvaezp,abtpsxbbsd,pmqcvttzrt,Harman,,,Double,,
34,5/17/23 22:33,5/17/23 22:38,placeholderemail@internal.loomis.org,djjkjscixr,,djjkjscixr,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,ytidtdvisb,Harman;Kravis;Carter;All Gender Housing;,zyeoyrwwsr,ytidtdvisb,jfmfhpuuwh,odwbmtcjdu,stwhwmjgcq,lrwrhrrubs,,,Harman,,,Double,,
35,5/17/23 21:31,5/17/23 22:49,placeholderemail@internal.loomis.org,zqtezjmxqb,,zqtezjmxqb,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,terljjvubz,Harman;Carter;All Gender Housing;Kravis;,lrwrhrrubs,qzmqtaktyu,nijghfmvjm,ytidtdvisb,zyeoyrwwsr,cevfqvxyey,,,Harman,,,Double,,
36,5/17/23 22:47,5/17/23 22:54,placeholderemail@internal.loomis.org,cqavnitzeg,,cqavnitzeg,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,,Kravis;Harman;Carter;All Gender Housing;,abtpsxbbsd,xwfslbdbnv,plmdujvamk,qzmqtaktyu,jtxjlhfirh,cymbwjfhce,lrwrhrrubs,yactfvtlhi,Harman,,,Double,,
37,5/17/23 23:20,5/17/23 23:20,placeholderemail@internal.loomis.org,lrwrhrrubs,,lrwrhrrubs,placeholderemail@loomis.org,Male,2026,Double;Single;Triple;,zyeoyrwwsr,Kravis;Carter;Harman;All Gender Housing;,ndeyzhrpqv,zyeoyrwwsr,jfmfhpuuwh,ytidtdvisb,dqlzxfqgcs,djjkjscixr,xwqeberzkd,fiimxyjpkg,Harman,,,Double,,
38,5/18/23 0:10,5/18/23 0:13,placeholderemail@internal.loomis.org,nijghfmvjm,,nijghfmvjm,placeholderemail@loomis.org,Male,2026,Double;Single;Triple;,odwbmtcjdu,Kravis;Harman;Carter;All Gender Housing;,fiimxyjpkg,xwqeberzkd,ytidtdvisb,stwhwmjgcq,vlkujszemy,hujdefvdtk,,,Harman,,,Double,,
39,5/18/23 8:21,5/18/23 8:29,placeholderemail@internal.loomis.org,vyinbkqgpt,,vyinbkqgpt,placeholderemail@loomis.org,Male,2026,Double;Single;Triple;,,Kravis;Carter;Harman;All Gender Housing;,zyeoyrwwsr,igzuwfrayg,otggohncjd,ndeyzhrpqv,jlmvpsttah,prmolasqkb,apqxqsijpe,obbhkvxipc,Carter,,,Double,,
40,5/18/23 14:30,5/18/23 14:48,placeholderemail@internal.loomis.org,ndeyzhrpqv,,ndeyzhrpqv,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,ytidtdvisb,Kravis;Harman;Carter;All Gender Housing;,zyeoyrwwsr,vyinbkqgpt,vlkujszemy,otggohncjd,czhgtcltfq,jllyydygsq,djjkjscixr,dqlzxfqgcs,Carter,,,Double,,
41,5/18/23 15:42,5/18/23 15:45,placeholderemail@internal.loomis.org,jtxjlhfirh,,jtxjlhfirh,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,cqavnitzeg,Kravis;Harman;Carter;All Gender Housing;,abtpsxbbsd,dckauzivyd,wbhiwfljhz,pnuhxrgnqr,xjzkvdeogx,uyaouceknm,,,Carter,,,Double,,
42,5/18/23 16:24,5/18/23 16:53,placeholderemail@internal.loomis.org,qylvnjsakk,,qylvnjsakk,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,aflmqvaezp,Kravis;Carter;Harman;All Gender Housing;,zyeoyrwwsr,lrwrhrrubs,wpqvnimolp,csbdkempqm,ytidtdvisb,xwqeberzkd,dqlzxfqgcs,ndeyzhrpqv,Carter,,,Double,,
43,5/18/23 16:56,5/18/23 16:56,placeholderemail@internal.loomis.org,ytidtdvisb,,ytidtdvisb,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,ndeyzhrpqv,Kravis;Harman;Carter;All Gender Housing;,zyeoyrwwsr,lrwrhrrubs,ndeyzhrpqv,dqlzxfqgcs,djjkjscixr,nijghfmvjm,,,Harman,,,Double,,
44,5/18/23 9:41,5/18/23 17:05,placeholderemail@internal.loomis.org,vzmgkaufvr,,vzmgkaufvr,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,ojpnucfgxn,Kravis;Carter;Harman;All Gender Housing;,xjzkvdeogx,yactfvtlhi,plmdujvamk,dckauzivyd,pnuhxrgnqr,xwfslbdbnv,wpqvnimolp,cymbwjfhce,Carter,,,Double,,
45,5/18/23 15:07,5/18/23 18:23,placeholderemail@internal.loomis.org,hqgbticsho,,hqgbticsho,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,qzmqtaktyu,Harman;Kravis;Carter;All Gender Housing;,tjdzacilcs,wbhiwfljhz,qzmqtaktyu,rdoqxnynym,obxkcxxuxd,dckauzivyd,wpqvnimolp,cevfqvxyey,Harman,,,Double,,
46,5/18/23 19:34,5/18/23 19:39,placeholderemail@internal.loomis.org,rdoqxnynym,,rdoqxnynym,placeholderemail@loomis.org,Male,2026,Single;Double;Triple;,cymbwjfhce,Harman;Kravis;Carter;All Gender Housing;,tjdzacilcs,dckauzivyd,abtpsxbbsd,cymbwjfhce,phfuvttebv,iejcyudpnr,kgfebparve,xjzkvdeogx,Harman,,,Double,,
47,5/18/23 21:37,5/18/23 21:42,placeholderemail@internal.loomis.org,dinlxnumic,,dinlxnumic,placeholderemail@loomis.org,Male,2026,Double;Single;Triple;,mjkzqzjxdq,Harman;Kravis;Carter;All Gender Housing;,qzmqtaktyu,lrwrhrrubs,cevfqvxyey,mamomhjbfn,zqtezjmxqb,ikwlbxtycw,cymbwjfhce,zyeoyrwwsr,N/A,,,N/A,,
